obs,spp_names,record_num,data_source,source_page,phylum,class,order,family,genus,species,habitat,source,life hist,geo_location,lat,long,acclim_type,acclim_period,trait_category,trait,details,temp_1,temp_2,r1.1,r1.1_se,r1.1_N,r1.1_CV,r1.1_logCV,r1.2,r1.2_se,r1.2_N,r1.2_CV,r1.2_logCV,r2.1,r2.1_se,r2.1_N,r2.1_CV,r2.1_logCV,r2.2,r2.2_se,r2.2_N,r2.2_CV,r2.2_logCV,Type,treat,ES,V_ES,units,notes
393,Oncorhynchus_tshawytscha,p111,fig,5,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,f,c,j,"Clements, CA, USA",38.224766,-121.024463,1,21,max_MR,Maximum Metabolic Rate,NA,15,19,10.34,1.03,12,0.34,-1.07,9.59,0.64,12,0.23,-1.47,8.72,0.7,12,0.28,-1.28,10.02,0.81,12,0.28,-1.27,Q10RR,aw,0.347409644,0.081118419,mg O2 kg-1 min-1,NA
394,Oncorhynchus_tshawytscha,p111,fig,5,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,f,c,j,"Clements, CA, USA",38.224766,-121.024463,1,21,rest_MR,Routine Metabolic Rate,maximum metabolic rate,15,19,2.8,0.19,12,0.23,-1.45,3.47,0.18,12,0.18,-1.71,2.37,0.15,12,0.21,-1.55,3.08,0.15,12,0.16,-1.81,Q10RR,aw,0.655099105,0.039859905,mg O2 kg-1 min-1,NA
395,Daphnia_magna,p111_o,NA,NA,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,magna,f,c,a,Germany,NA,NA,1,70,other,Filtering rates,ml/h,5,10,0.7,0.01,25,0.07,-2.64,1.6,0.2,25,0.63,-0.47,0.55,0.05,25,0.45,-0.79,0.67,0.01,25,0.07,-2.6,Q10RR,aw,0.394718868,0.033948918,NA,NA
396,Daphnia_magna,p111_o,NA,NA,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,magna,f,c,a,Germany,NA,NA,1,70,other,Filtering rates,ml/h,10,15,0.67,0.01,25,0.07,-2.6,1.9,0.25,25,0.66,-0.42,0.8,0.25,25,1.56,0.45,2.4,0.3,25,0.63,-0.47,Q10RR,aw,2.197224577,0.453125,NA,NA
397,Daphnia_magna,p111_o,NA,NA,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,magna,f,c,a,Germany,NA,NA,1,70,other,Filtering rates,ml/h,15,24,2.4,0.3,25,0.63,-0.47,2.5,0.05,25,0.1,-2.3,0.8,0.07,25,0.44,-0.83,2.8,0.2,25,0.36,-1.03,Q10RR,aw,1.391958854,0.015750976,NA,NA
398,Alligator_mississippiensis,p112,fig,49,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,f,w,j,"Grand Chenier, LA, USA",29.728304,-92.817134,1,210,mito_leak,Leak,Thigh,20,30,3.87,2.12,6,1.34,0.29,6.69,4.14,6,1.52,0.42,5.89,2.37,6,0.98,-0.02,13.86,4.54,6,0.8,-0.22,Q10RR,aw,0.855750996,0.269203601,pmol O2/s/mg,These are the same animals
399,Alligator_mississippiensis,p112,fig,49,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,f,w,j,"Grand Chenier, LA, USA",29.728304,-92.817134,1,210,mito_leak,Leak,Heart,20,30,3.32,1.57,4,0.94,-0.06,22.03,11.73,4,1.06,0.06,6.27,2.83,6,1.11,0.1,12.62,3.82,6,0.74,-0.3,Q10RR,aw,0.699506503,0.295345674,pmol O2/s/mg,These are the same animals
400,Alligator_mississippiensis,p112,fig,48,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,f,w,j,"Grand Chenier, LA, USA",29.728304,-92.817134,1,210,rest_MR,metabolic rate,VO2,20,30,0.21,0.06,6,0.67,-0.41,0.24,0.06,6,0.57,-0.57,0.31,0.03,6,0.27,-1.3,0.53,0.03,6,0.15,-1.93,Q10RR,aw,0.536304709,0.012569232,ml/min,These are the same animals
401,Alligator_mississippiensis,p112,fig,49,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,f,w,j,"Grand Chenier, LA, USA",29.728304,-92.817134,1,210,mito_oxidation,OxphosCI+II,Thigh,20,30,35.89,4.99,6,0.34,-1.08,65.68,7.18,6,0.27,-1.32,37.75,3.35,6,0.22,-1.53,83.35,6.51,6,0.19,-1.65,Q10RR,aw,0.792063134,0.013975387,pmol O2/s/mg,These are the same animals
402,Alligator_mississippiensis,p112,fig,49,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,f,w,j,"Grand Chenier, LA, USA",29.728304,-92.817134,1,210,mito_oxidation,OxphosCI+II,Heart,20,30,68.16,6.13,4,0.18,-1.71,108.04,9.98,4,0.18,-1.69,72.56,11.76,6,0.4,-0.92,116.16,16.03,6,0.34,-1.08,Q10RR,aw,0.470554745,0.045311392,pmol O2/s/mg,These are the same animals
403,Littorina_obtusata,p112_o,NA,NA,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,Littorina,obtusata,m,w,a,"Nobska Point, Cape Cod, USA",42.058333,-70.179167,1,18,rest_MR,MR,rest,4,21,0.67,0.1,15,0.58,-0.55,2.24,0.31,15,0.54,-0.62,0.61,0.05,15,0.32,-1.15,2.71,0.19,15,0.27,-1.3,Q10RR,aw,0.877202916,0.004025652,ul mg-1 h-2,lower eulittoral
404,Littorina_saxatilis,p112_o,NA,NA,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,Littorina,saxatilis,m,w,a,"Nobska Point, Cape Cod, USA",42.058333,-70.179167,1,18,rest_MR,MR,rest,4,21,0.28,0.04,15,0.55,-0.59,2.61,0.25,15,0.37,-0.99,0.34,0.02,15,0.23,-1.48,2.45,0.16,15,0.25,-1.37,Q10RR,aw,1.161704521,0.002673044,ul mg-1 h-1,upper eulittoral
407,Cyprinus_carpio,p113_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,f,c,j,"Wageningen, Netherlands",51.95,5.65,1,35,ATPase,NA-K-ATPase,gill,15,29,2.6,0.3,8,0.33,-1.12,8,0.6,8,0.21,-1.55,1.75,0.15,8,0.24,-1.42,3.7,0.4,8,0.31,-1.18,Q10RR,aw,0.53479788,0.009711378,umol Pi/h.mg protein,NA
408,Pleurodema_thaul,p114,fig,4469,Chordata,Amphibia,Anura,Leptodactylidae,Pleurodema,thaul,t,w,j,"Carrera Pinto, Chile",-27.087533,-69.938788,1,14,sprint,Jumping speed,NA,10,20,3.35,0.21,31,0.35,-1.05,7.34,0.3,31,0.23,-1.48,3.37,0.26,31,0.43,-0.84,6.91,0.5,31,0.4,-0.91,Q10RR,aw,0.718056893,0.011188139,cm/s,NA
410,Eisenia_fetida,p114_o,NA,NA,Annelida,Clitellata,Haplotaxida,Lumbricidae,Eisenia,fetida,t,w,a,Baltimore,39.28333,-76.616667,1,28,rest_MR,MR,rest,15,30,1.85,0.14,9,0.23,-1.48,3.71,0.21,6,0.14,-1.98,1.84,0.26,12,0.49,-0.71,4.36,0.26,18,0.25,-1.37,Q10RR,aw,0.575137657,0.010454674,ul/min/g,Name updated
411,Eisenia_fetida,p114_o,NA,NA,Annelida,Clitellata,Haplotaxida,Lumbricidae,Eisenia,fetida,t,w,a,Baltimore,39.28333,-76.616667,1,28,rest_MR,MR,rest,25,30,3.54,0.34,6,0.24,-1.45,4.9,0.26,6,0.13,-2.04,3.71,0.17,12,0.16,-1.84,4.36,0.26,18,0.25,-1.37,Q10RR,aw,0.322880362,0.022623052,ul/min/g,Name updated
415,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,sprint,Burst velocity,spring male,15,25,22.36,1.79,10,0.25,-1.37,38.92,5.17,10,0.42,-0.87,12.55,1.79,10,0.45,-0.79,38.92,2.74,10,0.22,-1.5,Q10RR,aw,1.131787592,0.025299445,BLs-1,NA
416,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,sprint,Burst velocity,summer male,15,25,12.89,1.96,10,0.48,-0.73,20.52,1.65,10,0.25,-1.37,10.72,1.65,10,0.49,-0.72,25.46,2.68,10,0.33,-1.1,Q10RR,aw,0.864997438,0.034771056,BLs-1,NA
417,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,COX activity,male spring,15,25,10.32,0.86,7,0.22,-1.51,13.18,3,7,0.6,-0.51,5.91,0.45,7,0.2,-1.59,6.36,0.59,7,0.25,-1.4,Q10RR,aw,0.073382546,0.014403395,umol g-1 min -1,NA
418,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,COX activity,Female spring,15,25,9.13,0.74,7,0.21,-1.54,11.42,11.42,7,2.65,0.97,10.46,1.44,7,0.36,-1.01,12.45,1.59,7,0.34,-1.09,Q10RR,aw,0.174162164,0.035262346,umol g-1 min -1,NA
419,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,COX activity,male summer,15,25,7.56,0.45,7,0.16,-1.84,9.41,0.68,7,0.19,-1.65,7.97,0.87,7,0.29,-1.24,9.9,1.28,7,0.34,-1.07,Q10RR,aw,0.216850264,0.028632425,umol g-1 min -1,NA
420,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,COX activity,female summer,15,25,8.33,0.74,7,0.23,-1.45,11.63,0.74,7,0.17,-1.79,9.88,1.28,7,0.34,-1.07,12.6,1.2,7,0.25,-1.38,Q10RR,aw,0.243184302,0.025854704,umol g-1 min -1,NA
421,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,CS activity,male spring,15,25,8.96,0.62,7,0.18,-1.71,13,1.31,7,0.27,-1.32,4.23,0.5,7,0.31,-1.16,6.54,0.77,7,0.31,-1.17,Q10RR,aw,0.435735172,0.027834024,umol g-1 min -1,NA
422,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,CS activity,female spring,15,25,8.7,0.41,7,0.12,-2.09,12.6,0.33,7,0.07,-2.66,6.78,0.33,7,0.13,-2.04,9.69,0.59,7,0.16,-1.83,Q10RR,aw,0.357117324,0.006076308,umol g-1 min -1,NA
423,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,CS activity,female summer,15,25,11.28,0.38,7,0.09,-2.42,15.65,0.68,7,0.12,-2.16,8.62,0.8,7,0.24,-1.41,13.14,0.99,7,0.2,-1.62,Q10RR,aw,0.421575928,0.014289705,umol g-1 min -1,NA
424,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,CS activity,male summer,15,25,9.64,0.38,7,0.1,-2.25,12.74,0.27,7,0.06,-2.89,8.07,0.65,7,0.21,-1.55,13.51,0.88,7,0.17,-1.76,Q10RR,aw,0.51527667,0.010730354,umol g-1 min -1,NA
425,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,LDH activity,female spring,15,25,54.18,1.33,7,0.07,-2.73,114.23,2.14,7,0.05,-3.01,52.31,5.07,7,0.26,-1.36,111.03,7.74,7,0.18,-1.69,Q10RR,aw,0.752612878,0.01425352,umol g-1 min -1,NA
426,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,LDH activity,male summer,15,25,30.63,1.58,7,0.14,-1.99,67.08,3.7,7,0.15,-1.93,24.56,2.64,7,0.28,-1.26,56.25,6.07,7,0.29,-1.25,Q10RR,aw,0.828686938,0.023199307,umol g-1 min -1,NA
427,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,LDH activity,female summer,15,25,38.59,3.09,7,0.21,-1.55,79.25,5.92,7,0.2,-1.62,46.05,5.66,7,0.33,-1.12,92.88,8.75,7,0.25,-1.39,Q10RR,aw,0.701580575,0.023981907,umol g-1 min -1,NA
428,Gambusia_holbrooki,p116,fig,144,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,metabolic_enzyme,LDH activity,male spring,15,25,49.04,3.15,7,0.17,-1.77,101.82,6.6,7,0.17,-1.76,33.56,2.29,7,0.18,-1.71,72.85,5.45,7,0.2,-1.62,Q10RR,aw,0.775067651,0.010252875,umol g-1 min -1,NA
429,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,max_MR,Max MR,spring both,15,25,27.81,1.9,12,0.24,-1.44,37.33,2.48,12,0.23,-1.47,17.52,0.95,12,0.19,-1.67,37.71,2.57,12,0.24,-1.44,Q10RR,aw,0.766582226,0.007584866,umolg-1h-1,NA
430,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,max_MR,Max MR,summer both,15,25,19.48,1.22,12,0.22,-1.53,41.95,2.43,12,0.2,-1.6,16.76,2.15,12,0.45,-0.81,38.76,2.62,12,0.23,-1.45,Q10RR,aw,0.838393692,0.021025321,umolg-1h-1,NA
431,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,rest_MR,Resting MR,spring both,15,25,8,0.5,12,0.22,-1.53,20.6,1,12,0.17,-1.78,7.8,0.6,12,0.27,-1.32,15.5,1.3,12,0.29,-1.24,Q10RR,aw,0.68671629,0.012951499,umolg-1h-1,NA
432,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,rest_MR,Resting MR,summer both,15,25,11.13,0.69,12,0.21,-1.54,24.14,0.99,12,0.14,-1.96,8.37,0.59,12,0.24,-1.41,13.3,0.49,12,0.13,-2.05,Q10RR,aw,0.463110151,0.006326159,umolg-1h-1,NA
433,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,endurance,Sustained swimming,spring male,15,25,6.39,0.91,10,0.45,-0.79,7.36,1.2,10,0.52,-0.66,3.61,1.01,10,0.89,-0.12,12.12,0.91,10,0.24,-1.43,Q10RR,aw,1.211149208,0.083913332,BLs-1,NA
434,Gambusia_holbrooki,p116,fig,142,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-33.794787,151.188888,1,56,endurance,Sustained swimming,summer male,15,25,4.29,1.43,10,1.05,0.05,7.07,2.12,10,0.95,-0.05,6.07,1.43,10,0.75,-0.29,18.38,1.52,10,0.26,-1.34,Q10RR,aw,1.107904512,0.062339275,BLs-1,NA
435,Nacella_concinna,p116_o,NA,NA,Mollusca,Gastropoda,Patellogastropoda,Nacellidae,Nacella,concinna,m,w,a,"Adelaide Is, Antarctic Peninsula",67.55,68.01,1,270,muscle,tenacity,NA,-0.3,2.9,690,220,9,0.96,-0.04,390,120,4,0.62,-0.49,210,100,11,1.58,0.46,1040,300,7,0.76,-0.27,Q10RR,aw,4.999588942,3.027025672,NA,NA
439,Petrosaurus_mearnsi,p119_o,NA,NA,Chordata,Reptilia,Squamata,Phrynosomatidae,Petrosaurus,mearnsi,t,w,a,"white water, california",33.935556,-116.68722,1,10,rest_MR,MR,rest,15,35,0.02,0,10,0.34,-1.07,0.22,0.01,10,0.07,-2.63,0.01,0,10,0.56,-0.57,0.13,0.01,10,0.12,-2.11,Q10RR,aw,1.282474679,0.00147929,cm3/g/h,NA
440,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,complex I,mitochondrial function - heart,12,28,1.64,0.45,38,1.69,0.53,2.84,0.35,38,0.76,-0.27,1.68,0.42,26,1.27,0.24,1.5,0.16,26,0.54,-0.61,Q10RR,aw,-0.070830428,0.028858507,pmol O2/s.ml.ng DNA,northern population
441,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,complex I,mitochondrial function - heart,12,28,2.27,0.34,43,0.98,-0.02,3.83,0.56,43,0.96,-0.04,1.44,0.15,40,0.66,-0.42,2.96,0.78,40,1.67,0.51,Q10RR,aw,0.450341347,0.031363307,pmol O2/s.ml.ng DNA,southern population
442,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,complex II,mitochondrial function - heart,12,28,1.23,0.31,38,1.55,0.44,1.61,0.3,38,1.15,0.14,0.95,0.24,26,1.29,0.25,0.84,0.1,26,0.6,-0.51,Q10RR,aw,-0.076912558,0.030466817,pmol O2/s.ml.ng DNA,NA
443,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,complex II,mitochondrial function - heart,12,28,1.96,0.33,43,1.1,0.1,1.9,0.37,43,1.28,0.24,1.33,0.23,40,1.09,0.09,2.31,0.63,40,1.72,0.55,Q10RR,aw,0.345042864,0.040736624,pmol O2/s.ml.ng DNA,NA
444,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,complex IV,mitochondrial function - heart,12,28,6.65,1.42,38,1.32,0.27,17.68,3.68,38,1.28,0.25,5.69,1.34,26,1.2,0.18,10.1,1.38,26,0.7,-0.36,Q10RR,aw,0.358640735,0.028956805,pmol O2/s.ml.ng DNA,NA
445,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,complex IV,mitochondrial function - heart,12,28,8.07,1.11,43,0.9,-0.1,18.79,3.95,43,1.38,0.32,5.77,0.69,40,0.76,-0.28,15.96,3.37,40,1.34,0.29,Q10RR,aw,0.635883445,0.023002299,pmol O2/s.ml.ng DNA,NA
446,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,State 3,mitochondrial function - heart,12,28,2.53,0.55,38,1.34,0.29,4.16,0.66,38,0.98,-0.02,2.15,0.4,26,0.95,-0.05,2.06,0.29,26,0.72,-0.33,Q10RR,aw,-0.026726162,0.021262259,pmol O2/s.ml.ng DNA,NA
447,Fundulus_heteroclitus,p12,fig,161,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,m,w,a,"Mantoloking, NJ, USA",40.05,-74.07,1,28,mito_oxidation,State 3,mitochondrial function - heart,12,28,3.56,0.43,43,0.79,-0.23,5.69,0.76,43,0.88,-0.13,2.14,0.25,40,0.74,-0.3,4.62,1.3,40,1.78,0.58,Q10RR,aw,0.480993048,0.036259827,pmol O2/s.ml.ng DNA,NA
448,Oreochromis_niloticus,p120_o,NA,NA,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus,f,c,a,Kenya,-1.28333,36.816667,1,90,rest_MR,MR,rest,20.5,26.5,69.6,2,6,0.07,-2.65,103,1.9,6,0.05,-3.1,38.8,1.3,6,0.08,-2.5,64.5,1.8,6,0.07,-2.68,Q10RR,aw,0.847074962,0.005281652,mg/kg/h,NA
457,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,5,15,21.9,4.3,6,0.48,-0.73,68.4,3.8,6,0.14,-1.99,7.4,1.3,6,0.43,-0.84,40.2,6.2,6,0.38,-0.97,Q10RR,aw,1.692386995,0.054648483,ul/hr,NA
458,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,5,20,21.9,4.3,6,0.48,-0.73,76.4,9.6,6,0.31,-1.18,16.9,2,6,0.29,-1.24,44.9,6.3,6,0.34,-1.07,Q10RR,aw,0.651416115,0.014974451,ul/hr,NA
459,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,5,25,21.9,4.3,6,0.48,-0.73,104,6,6,0.14,-1.96,20.4,3,6,0.36,-1.02,53.4,10.4,6,0.48,-0.74,Q10RR,aw,0.481137923,0.014889103,ul/hr,NA
460,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,10,15,19.4,0.9,6,0.11,-2.17,30,2.8,6,0.23,-1.48,32.2,3.8,6,0.29,-1.24,40.2,6.2,6,0.38,-0.97,Q10RR,aw,0.443801086,0.150853887,ul/hr,NA
461,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,10,20,19.4,0.9,6,0.11,-2.17,58.8,7.9,6,0.33,-1.11,14.8,3.9,6,0.65,-0.44,44.9,6.3,6,0.34,-1.07,Q10RR,aw,1.109810614,0.089126774,ul/hr,NA
462,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,10,25,19.4,0.9,6,0.11,-2.17,58.8,10.1,6,0.42,-0.87,23.4,4.3,6,0.45,-0.8,53.4,10.4,6,0.48,-0.74,Q10RR,aw,0.550049816,0.031865824,ul/hr,NA
463,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,15,20,40.2,6.2,6,0.38,-0.97,57.3,9.4,6,0.4,-0.91,28.6,4,6,0.34,-1.07,44.9,6.3,6,0.34,-1.07,Q10RR,aw,0.902062154,0.156993044,ul/hr,NA
464,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,15,25,40.2,6.2,6,0.38,-0.97,61.9,11.6,6,0.46,-0.78,33.5,5.2,6,0.38,-0.97,53.4,10.4,6,0.48,-0.74,Q10RR,aw,0.466265307,0.062024569,ul/hr,NA
465,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,rest -aerial,20,25,44.9,6.3,6,0.34,-1.07,51,8.7,6,0.42,-0.87,43.4,5.3,6,0.3,-1.21,53.4,10.4,6,0.48,-0.74,Q10RR,aw,0.41470261,0.211373459,ul/g/h,NA
466,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,aquatic routine,10,15,62.2,5.5,6,0.22,-1.53,95.5,5,6,0.13,-2.05,27.5,6.5,6,0.58,-0.55,61.7,11.7,6,0.46,-0.77,Q10RR,aw,1.616195852,0.367305018,ul/g/h,NA
467,Crepidula_fornicata,p122_o,NA,NA,Mollusca,Gastropoda,Calyptraeoidea,Calyptraeidae,Crepidula,fornicata,m,w,a,"Limfjord, Denmark",56.942778,9.075,1,50,rest_MR,MR,aquatic routine,10,20,62.2,5.5,6,0.22,-1.53,119.1,6.5,6,0.13,-2.01,20,6.4,6,0.78,-0.24,71.76,6.8,6,0.23,-1.46,Q10RR,aw,1.277594944,0.111379517,ul/g/h,NA
472,Barbonymus_schwanenfeldii,p125_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,schwanenfeldii,f,c,j,NA,NA,NA,1,42,sprint,swim,sprint,20,30,29.64,7.27,11,0.81,-0.21,30.55,5.45,11,0.59,-0.52,23.64,3.64,10,0.49,-0.72,31.27,5.45,10,0.55,-0.6,Q10RR,aw,0.279718979,0.05408517,NA,NA
473,Barbonymus_schwanenfeldii,p125_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,schwanenfeldii,f,c,j,NA,NA,NA,1,42,endurance,swim,sustained,20,30,7.45,0.91,8,0.34,-1.06,7.45,2.18,6,0.72,-0.33,7.27,1.27,8,0.49,-0.7,13.09,2.36,6,0.44,-0.82,Q10RR,aw,0.588092288,0.063021365,NA,NA
